,modelo,parametros,rmse,nlpd,fold,tentativa
186,RBFLinearRegression,"{'sig2_error': 0.570361947644494, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3616029220863391}",2801.418420363341,1716334.28214696,1,37.0
187,RBFLinearRegression,"{'sig2_error': 0.570361947644494, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3616029220863391}",3351.5405535128752,2456752.54816961,2,37.0
188,RBFLinearRegression,"{'sig2_error': 0.570361947644494, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3616029220863391}",2673.085576789453,1562801.781399855,3,37.0
189,RBFLinearRegression,"{'sig2_error': 0.570361947644494, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3616029220863391}",2895.656915504059,1833651.867626459,4,37.0
190,RBFLinearRegression,"{'sig2_error': 0.5179516055705383, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1.0}",2912.5167927610387,2042720.710283733,0,38.0
191,RBFLinearRegression,"{'sig2_error': 0.5179516055705383, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1.0}",2895.2769146827404,2019068.652038514,1,38.0
192,RBFLinearRegression,"{'sig2_error': 0.5179516055705383, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1.0}",3401.04780487057,2786271.2782721245,2,38.0
193,RBFLinearRegression,"{'sig2_error': 0.5179516055705383, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1.0}",2779.534000948093,1860826.5900131166,3,38.0
194,RBFLinearRegression,"{'sig2_error': 0.5179516055705383, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1.0}",2975.97717133555,2133059.6709533185,4,38.0
195,RBFLinearRegression,"{'sig2_error': 0.6535055756812496, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3394630447302412}",2834.522518177092,1533371.6369122271,0,39.0
196,RBFLinearRegression,"{'sig2_error': 0.6535055756812496, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3394630447302412}",2796.223467952947,1492418.45207366,1,39.0
197,RBFLinearRegression,"{'sig2_error': 0.6535055756812496, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3394630447302412}",3348.538570016689,2140344.7138958713,2,39.0
198,RBFLinearRegression,"{'sig2_error': 0.6535055756812496, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3394630447302412}",2665.4773368592237,1356219.3439650866,3,39.0
199,RBFLinearRegression,"{'sig2_error': 0.6535055756812496, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3394630447302412}",2889.6778915389905,1593763.0833404954,4,39.0
200,RBFLinearRegression,"{'sig2_error': 0.5218992308203204, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.29317349777589763}",2819.840473097929,1900188.5612917936,0,40.0
201,RBFLinearRegression,"{'sig2_error': 0.5218992308203204, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.29317349777589763}",2780.0562336697835,1847169.4522944656,1,40.0
202,RBFLinearRegression,"{'sig2_error': 0.5218992308203204, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.29317349777589763}",3340.4954770875224,2667150.0770938885,2,40.0
203,RBFLinearRegression,"{'sig2_error': 0.5218992308203204, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.29317349777589763}",2646.4498246432327,1674038.070305977,3,40.0
204,RBFLinearRegression,"{'sig2_error': 0.5218992308203204, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.29317349777589763}",2873.562504588756,1973426.4316285315,4,40.0
205,RBFLinearRegression,"{'sig2_error': 0.42058306518458793, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.25998529089087064}",2806.9182368728257,2336367.5069480855,0,41.0
206,RBFLinearRegression,"{'sig2_error': 0.42058306518458793, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.25998529089087064}",2766.819122768089,2270331.1055812924,1,41.0
207,RBFLinearRegression,"{'sig2_error': 0.42058306518458793, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.25998529089087064}",3333.695136999602,3296137.6035788865,2,41.0
208,RBFLinearRegression,"{'sig2_error': 0.42058306518458793, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.25998529089087064}",2630.3096848740247,2052028.3119213835,3,41.0
209,RBFLinearRegression,"{'sig2_error': 0.42058306518458793, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.25998529089087064}",2859.6119564101414,2425068.824485541,4,41.0
210,RBFLinearRegression,"{'sig2_error': 0.3377500419962276, 'mean_rbf_arbitrario': -0.8891106548315006, 'lambda_rbf_arbitrario': 0.2733281447325012}",2844.848087525217,2988478.7431307994,0,42.0
211,RBFLinearRegression,"{'sig2_error': 0.3377500419962276, 'mean_rbf_arbitrario': -0.8891106548315006, 'lambda_rbf_arbitrario': 0.2733281447325012}",2802.3751620655185,2900272.7695405656,1,42.0
212,RBFLinearRegression,"{'sig2_error': 0.3377500419962276, 'mean_rbf_arbitrario': -0.8891106548315006, 'lambda_rbf_arbitrario': 0.2733281447325012}",3356.48372356825,4160852.9113888987,2,42.0
213,RBFLinearRegression,"{'sig2_error': 0.3377500419962276, 'mean_rbf_arbitrario': -0.8891106548315006, 'lambda_rbf_arbitrario': 0.2733281447325012}",2667.622748854941,2628311.8032523026,3,42.0
214,RBFLinearRegression,"{'sig2_error': 0.3377500419962276, 'mean_rbf_arbitrario': -0.8891106548315006, 'lambda_rbf_arbitrario': 0.2733281447325012}",2897.2651868179682,3099846.303087243,4,42.0
215,RBFLinearRegression,"{'sig2_error': 0.47631134781352935, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.19949589344728721}",2774.8924266544623,2016227.3860189698,0,43.0
216,RBFLinearRegression,"{'sig2_error': 0.47631134781352935, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.19949589344728721}",2737.5596148497425,1962494.8477916177,1,43.0
217,RBFLinearRegression,"{'sig2_error': 0.47631134781352935, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.19949589344728721}",3317.240470039314,2881776.5257780477,2,43.0
218,RBFLinearRegression,"{'sig2_error': 0.47631134781352935, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.19949589344728721}",2593.2259764396595,1761194.7758440543,3,43.0
219,RBFLinearRegression,"{'sig2_error': 0.47631134781352935, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.19949589344728721}",2826.704968661323,2092332.7418682484,4,43.0
220,RBFLinearRegression,"{'sig2_error': 0.5100569671859094, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.13147808699592398}",2717.783891210644,1806159.7809761113,0,44.0
221,RBFLinearRegression,"{'sig2_error': 0.5100569671859094, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.13147808699592398}",2685.4104936153694,1763455.5336478713,1,44.0
222,RBFLinearRegression,"{'sig2_error': 0.5100569671859094, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.13147808699592398}",3286.8500332008484,2641962.82546722,2,44.0
223,RBFLinearRegression,"{'sig2_error': 0.5100569671859094, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.13147808699592398}",2532.4209487558965,1568420.5848053554,3,44.0
224,RBFLinearRegression,"{'sig2_error': 0.5100569671859094, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.13147808699592398}",2768.1514718211197,1873796.179929712,4,44.0
225,RBFLinearRegression,"{'sig2_error': 0.5518266361880085, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.033253325722571836}",2523.471313630091,1439316.7004171691,0,45.0
226,RBFLinearRegression,"{'sig2_error': 0.5518266361880085, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.033253325722571836}",2515.0918646397,1429722.7594688386,1,45.0
227,RBFLinearRegression,"{'sig2_error': 0.5518266361880085, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.033253325722571836}",3183.9209451090956,2291329.5756296013,2,45.0
228,RBFLinearRegression,"{'sig2_error': 0.5518266361880085, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.033253325722571836}",2424.9792720059327,1329213.2167427698,3,45.0
229,RBFLinearRegression,"{'sig2_error': 0.5518266361880085, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.033253325722571836}",2607.239422501649,1536511.8573564528,4,45.0
230,RBFLinearRegression,"{'sig2_error': 0.5861053126837794, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1e-07}",3256.1475193016036,2256718.9401066094,0,46.0
231,RBFLinearRegression,"{'sig2_error': 0.5861053126837794, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1e-07}",3282.647402176339,2293511.515478386,1,46.0
232,RBFLinearRegression,"{'sig2_error': 0.5861053126837794, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1e-07}",3750.4457599155476,2993848.7505132253,2,46.0
233,RBFLinearRegression,"{'sig2_error': 0.5861053126837794, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 1e-07}",3280.087006213877,2289993.3537178105,3,46.0
